id,file_name,bbox,category_id
6,frame0721_gripper.jpg,"[0.0, 443.0, 42.0, 28.0]","In other words, 'tomato' is = "
6,frame0721_gripper.jpg,"[0.0, 0.0, 1280.0, 269.0]","In other words, 'potato' is = "
6,frame0721_gripper.jpg,"[0.0, 337.0, 167.0, 136.0]","In other words, 'wall' is = "
6,frame0721_gripper.jpg,"[170.0, 10.0, 1110.0, 707.0]","In other words, 'key' is = "
6,frame0721_gripper.jpg,"[50.0, 502.0, 525.0, 218.0]","In other words, 'table' is = "
6,frame0721_gripper.jpg,"[312.0, 135.0, 322.0, 168.0]","In other words, 'ceiling' is = "
7,frame1056_gripper.jpg,"[395.0, 621.0, 367.0, 99.0]","In other words, 'carrot' is = "
7,frame1056_gripper.jpg,"[346.0, 631.0, 71.0, 89.0]","In other words, 'cucumber' is = "
7,frame1056_gripper.jpg,"[567.0, 397.0, 96.0, 81.0]","In other words, 'green bell pepper' is = "
7,frame1056_gripper.jpg,"[0.0, 17.0, 1280.0, 440.0]","In other words, 'green chili pepper' is = "
7,frame1056_gripper.jpg,"[0.0, 428.0, 1280.0, 289.0]","In other words, 'red bell pepper' is = "
7,frame1056_gripper.jpg,"[246.0, 515.0, 296.0, 101.0]","In other words, 'red chili pepper' is = "
7,frame1056_gripper.jpg,"[622.0, 407.0, 121.0, 138.0]","In other words, 'eggplant' is = "
7,frame1056_gripper.jpg,"[494.0, 395.0, 124.0, 52.0]","In other words, 'corn' is = "
7,frame1056_gripper.jpg,"[330.0, 404.0, 86.0, 66.0]","In other words, 'white toy' is = "
7,frame1056_gripper.jpg,"[390.0, 436.0, 113.0, 167.0]","In other words, 'garlic' is = "
7,frame1056_gripper.jpg,"[121.0, 595.0, 344.0, 70.0]","In other words, 'tomato' is = "
7,frame1056_gripper.jpg,"[180.0, 0.0, 81.0, 73.0]","In other words, 'potato' is = "
7,frame1056_gripper.jpg,"[432.0, 401.0, 84.0, 89.0]","In other words, 'wall' is = "
7,frame1056_gripper.jpg,"[254.0, 454.0, 135.0, 79.0]","In other words, 'door' is = "
7,frame1056_gripper.jpg,"[60.0, 487.0, 168.0, 132.0]","In other words, 'poster' is = "
7,frame1056_gripper.jpg,"[330.0, 404.0, 86.0, 66.0]","In other words, 'table' is = "
8,frame1590_gripper.jpg,"[0.0, 0.0, 1280.0, 720.0]","In other words, 'carrot' is = "
8,frame1590_gripper.jpg,"[285.0, 134.0, 248.0, 229.0]","In other words, 'cucumber' is = "
8,frame1590_gripper.jpg,"[0.0, 362.0, 33.0, 152.0]","In other words, 'red chili pepper' is = "
8,frame1590_gripper.jpg,"[0.0, 134.0, 131.0, 379.0]","In other words, 'eggplant' is = "
8,frame1590_gripper.jpg,"[191.0, 418.0, 293.0, 302.0]","In other words, 'corn' is = "
8,frame1590_gripper.jpg,"[1179.0, 150.0, 101.0, 230.0]","In other words, 'garlic' is = "
8,frame1590_gripper.jpg,"[1019.0, 0.0, 160.0, 70.0]","In other words, 'tomato' is = "
8,frame1590_gripper.jpg,"[644.0, 259.0, 414.0, 461.0]","In other words, 'potato' is = "
8,frame1590_gripper.jpg,"[789.0, 0.0, 158.0, 133.0]","In other words, 'table' is = "
9,frame0509_zednode.jpg,"[0.0, 0.0, 1210.0, 214.0]","In other words, 'toy_cat' is = "
9,frame0509_zednode.jpg,"[439.0, 254.0, 425.0, 466.0]","In other words, 'toy block' is = "
9,frame0509_zednode.jpg,"[1040.0, 394.0, 64.0, 36.0]","In other words, 'floor' is = "
9,frame0509_zednode.jpg,"[0.0, 309.0, 440.0, 196.0]","In other words, 'wall' is = "
9,frame0509_zednode.jpg,"[440.0, 445.0, 354.0, 275.0]","In other words, 'gripper' is = "
9,frame0509_zednode.jpg,"[0.0, 439.0, 1280.0, 281.0]","In other words, 'door' is = "
9,frame0509_zednode.jpg,"[854.0, 538.0, 26.0, 24.0]","In other words, 'poster' is = "
9,frame0509_zednode.jpg,"[724.0, 610.0, 37.0, 40.0]","In other words, 'table' is = "
9,frame0509_zednode.jpg,"[984.0, 331.0, 170.0, 247.0]","In other words, 'ceiling' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[1095.0, 152.0, 185.0, 174.0]","In other words, 'red bell pepper' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[0.0, 0.0, 1065.0, 435.0]","In other words, 'drawer' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[987.0, 0.0, 293.0, 632.0]","In other words, 'chest of drawers' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[1149.0, 516.0, 131.0, 45.0]","In other words, 'handle' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[1191.0, 388.0, 89.0, 37.0]","In other words, 'box, basket, case, bin, container' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[1238.0, 234.0, 42.0, 25.0]","In other words, 'toy_cat' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[465.0, 259.0, 301.0, 339.0]","In other words, 'tomato' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[1064.0, 308.0, 216.0, 167.0]","In other words, 'potato' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[0.0, 288.0, 1280.0, 432.0]","In other words, 'floor' is = "
10,exploration_realsense_gripper_color_image_raw_198.jpg,"[296.0, 424.0, 54.0, 52.0]","In other words, 'wall' is = "
11,frame1430_gripper.jpg,"[0.0, 0.0, 1280.0, 370.0]","In other words, 'green bell pepper' is = "
11,frame1430_gripper.jpg,"[1017.0, 206.0, 263.0, 259.0]","In other words, 'green chili pepper' is = "
11,frame1430_gripper.jpg,"[0.0, 312.0, 1280.0, 405.0]","In other words, 'red chili pepper' is = "
11,frame1430_gripper.jpg,"[210.0, 398.0, 154.0, 129.0]","In other words, 'toy_cat' is = "
11,frame1430_gripper.jpg,"[727.0, 412.0, 383.0, 308.0]","In other words, 'garlic' is = "
11,frame1430_gripper.jpg,"[244.0, 487.0, 306.0, 102.0]","In other words, 'tomato' is = "
11,frame1430_gripper.jpg,"[83.0, 552.0, 139.0, 168.0]","In other words, 'wall' is = "
11,frame1430_gripper.jpg,"[0.0, 454.0, 80.0, 75.0]","In other words, 'table' is = "
12,frame0469_zednode.jpg,"[547.0, 373.0, 719.0, 347.0]","In other words, 'cucumber' is = "
12,frame0469_zednode.jpg,"[959.0, 359.0, 71.0, 20.0]","In other words, 'green chili pepper' is = "
12,frame0469_zednode.jpg,"[755.0, 359.0, 20.0, 19.0]","In other words, 'corn' is = "
12,frame0469_zednode.jpg,"[709.0, 354.0, 34.0, 22.0]","In other words, 'chest of drawers' is = "
12,frame0469_zednode.jpg,"[706.0, 627.0, 468.0, 93.0]","In other words, 'toy_cat' is = "
12,frame0469_zednode.jpg,"[371.0, 50.0, 207.0, 205.0]","In other words, 'potato' is = "
12,frame0469_zednode.jpg,"[313.0, 3.0, 62.0, 210.0]","In other words, 'floor' is = "
12,frame0469_zednode.jpg,"[741.0, 212.0, 67.0, 50.0]","In other words, 'wall' is = "
12,frame0469_zednode.jpg,"[0.0, 0.0, 1280.0, 166.0]","In other words, 'gripper' is = "
12,frame0469_zednode.jpg,"[658.0, 94.0, 622.0, 157.0]","In other words, 'door' is = "
12,frame0469_zednode.jpg,"[440.0, 443.0, 352.0, 277.0]","In other words, 'poster' is = "
12,frame0469_zednode.jpg,"[578.0, 464.0, 90.0, 153.0]","In other words, 'table' is = "
12,frame0469_zednode.jpg,"[671.0, 210.0, 67.0, 55.0]","In other words, 'ceiling' is = "
13,frame0041_zednode.jpg,"[0.0, 279.0, 160.0, 387.0]","In other words, 'carrot' is = "
13,frame0041_zednode.jpg,"[708.0, 26.0, 358.0, 249.0]","In other words, 'corn' is = "
13,frame0041_zednode.jpg,"[0.0, 3.0, 708.0, 282.0]","In other words, 'box, basket, case, bin, container' is = "
13,frame0041_zednode.jpg,"[145.0, 253.0, 1135.0, 445.0]","In other words, 'white toy' is = "
13,frame0041_zednode.jpg,"[1160.0, 337.0, 40.0, 23.0]","In other words, 'toy block' is = "
13,frame0041_zednode.jpg,"[1101.0, 335.0, 60.0, 24.0]","In other words, 'floor' is = "
13,frame0041_zednode.jpg,"[1065.0, 23.0, 70.0, 243.0]","In other words, 'wall' is = "
13,frame0041_zednode.jpg,"[0.0, 572.0, 1280.0, 148.0]","In other words, 'person' is = "
13,frame0041_zednode.jpg,"[1040.0, 304.0, 66.0, 79.0]","In other words, 'gripper' is = "
13,frame0041_zednode.jpg,"[977.0, 359.0, 303.0, 221.0]","In other words, 'poster' is = "
13,frame0041_zednode.jpg,"[1134.0, 32.0, 146.0, 231.0]","In other words, 'table' is = "
13,frame0041_zednode.jpg,"[357.0, 599.0, 46.0, 27.0]","In other words, 'ceiling' is = "
14,frame0088_zednode.jpg,"[331.0, 157.0, 621.0, 108.0]","In other words, 'carrot' is = "
14,frame0088_zednode.jpg,"[881.0, 386.0, 206.0, 334.0]","In other words, 'cucumber' is = "
14,frame0088_zednode.jpg,"[905.0, 418.0, 169.0, 76.0]","In other words, 'green bell pepper' is = "
14,frame0088_zednode.jpg,"[905.0, 489.0, 167.0, 76.0]","In other words, 'red bell pepper' is = "
14,frame0088_zednode.jpg,"[906.0, 629.0, 166.0, 77.0]","In other words, 'eggplant' is = "
14,frame0088_zednode.jpg,"[486.0, 208.0, 97.0, 57.0]","In other words, 'drawer' is = "
14,frame0088_zednode.jpg,"[1105.0, 151.0, 149.0, 104.0]","In other words, 'chest of drawers' is = "
14,frame0088_zednode.jpg,"[0.0, 0.0, 1280.0, 162.0]","In other words, 'handle' is = "
14,frame0088_zednode.jpg,"[335.0, 210.0, 73.0, 58.0]","In other words, 'toy_cat' is = "
14,frame0088_zednode.jpg,"[0.0, 9.0, 218.0, 224.0]","In other words, 'potato' is = "
14,frame0088_zednode.jpg,"[216.0, 124.0, 58.0, 124.0]","In other words, 'floor' is = "
14,frame0088_zednode.jpg,"[265.0, 125.0, 66.0, 125.0]","In other words, 'wall' is = "
14,frame0088_zednode.jpg,"[0.0, 177.0, 345.0, 543.0]","In other words, 'key' is = "
14,frame0088_zednode.jpg,"[338.0, 257.0, 922.0, 413.0]","In other words, 'gripper' is = "
14,frame0088_zednode.jpg,"[325.0, 491.0, 955.0, 229.0]","In other words, 'door' is = "
14,frame0088_zednode.jpg,"[906.0, 558.0, 166.0, 78.0]","In other words, 'table' is = "
14,frame0088_zednode.jpg,"[954.0, 593.0, 74.0, 20.0]","In other words, 'ceiling' is = "
15,frame2007_gripper.jpg,"[1048.0, 482.0, 93.0, 52.0]","In other words, 'cucumber' is = "
15,frame2007_gripper.jpg,"[0.0, 165.0, 133.0, 390.0]","In other words, 'corn' is = "
15,frame2007_gripper.jpg,"[135.0, 209.0, 1145.0, 308.0]","In other words, 'toy_cat' is = "
15,frame2007_gripper.jpg,"[474.0, 476.0, 47.0, 58.0]","In other words, 'potato' is = "
15,frame2007_gripper.jpg,"[675.0, 387.0, 432.0, 251.0]","In other words, 'wall' is = "
15,frame2007_gripper.jpg,"[21.0, 0.0, 1259.0, 203.0]","In other words, 'table' is = "
15,frame2007_gripper.jpg,"[0.0, 0.0, 1280.0, 216.0]","In other words, 'ceiling' is = "
16,frame1747_gripper.jpg,"[570.0, 189.0, 147.0, 330.0]","In other words, 'cucumber' is = "
16,frame1747_gripper.jpg,"[290.0, 7.0, 763.0, 706.0]","In other words, 'floor' is = "
16,frame1747_gripper.jpg,"[0.0, 3.0, 1280.0, 714.0]","In other words, 'box, basket, case, bin, container' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[533.0, 273.0, 41.0, 44.0]","In other words, 'cucumber' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[0.0, 154.0, 1280.0, 566.0]","In other words, 'green bell pepper' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[14.0, 0.0, 420.0, 487.0]","In other words, 'eggplant' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[1002.0, 300.0, 80.0, 35.0]","In other words, 'corn' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[474.0, 195.0, 29.0, 26.0]","In other words, 'box, basket, case, bin, container' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[0.0, 0.0, 1280.0, 267.0]","In other words, 'toy_cat' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[580.0, 184.0, 20.0, 23.0]","In other words, 'toy block' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[629.0, 175.0, 35.0, 15.0]","In other words, 'tomato' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[920.0, 215.0, 24.0, 23.0]","In other words, 'potato' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[1116.0, 245.0, 75.0, 65.0]","In other words, 'floor' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[955.0, 248.0, 35.0, 27.0]","In other words, 'wall' is = "
17,exploration_realsense_gripper_color_image_raw_990.jpg,"[1017.0, 151.0, 181.0, 104.0]","In other words, 'table' is = "
18,frame0028_zednode.jpg,"[0.0, 647.0, 47.0, 73.0]","In other words, 'cucumber' is = "
18,frame0028_zednode.jpg,"[437.0, 446.0, 356.0, 274.0]","In other words, 'green bell pepper' is = "
18,frame0028_zednode.jpg,"[460.0, 536.0, 21.0, 16.0]","In other words, 'toy_cat' is = "
18,frame0028_zednode.jpg,"[0.0, 0.0, 1280.0, 305.0]","In other words, 'tomato' is = "
18,frame0028_zednode.jpg,"[26.0, 252.0, 1254.0, 396.0]","In other words, 'floor' is = "
18,frame0028_zednode.jpg,"[0.0, 262.0, 33.0, 393.0]","In other words, 'wall' is = "
18,frame0028_zednode.jpg,"[679.0, 562.0, 25.0, 26.0]","In other words, 'person' is = "
18,frame0028_zednode.jpg,"[289.0, 510.0, 19.0, 15.0]","In other words, 'gripper' is = "
18,frame0028_zednode.jpg,"[31.0, 490.0, 1249.0, 230.0]","In other words, 'door' is = "
18,frame0028_zednode.jpg,"[146.0, 184.0, 114.0, 119.0]","In other words, 'poster' is = "
18,frame0028_zednode.jpg,"[0.0, 0.0, 493.0, 127.0]","In other words, 'ceiling' is = "
19,frame1527_gripper.jpg,"[189.0, 3.0, 1091.0, 717.0]","In other words, 'carrot' is = "
19,frame1527_gripper.jpg,"[0.0, 7.0, 361.0, 710.0]","In other words, 'cucumber' is = "
19,frame1527_gripper.jpg,"[949.0, 65.0, 88.0, 144.0]","In other words, 'red bell pepper' is = "
19,frame1527_gripper.jpg,"[1151.0, 548.0, 100.0, 172.0]","In other words, 'corn' is = "
19,frame1527_gripper.jpg,"[1147.0, 301.0, 133.0, 112.0]","In other words, 'box, basket, case, bin, container' is = "
19,frame1527_gripper.jpg,"[4.0, 0.0, 423.0, 106.0]","In other words, 'potato' is = "
19,frame1527_gripper.jpg,"[809.0, 0.0, 471.0, 133.0]","In other words, 'floor' is = "
19,frame1527_gripper.jpg,"[577.0, 351.0, 414.0, 369.0]","In other words, 'wall' is = "
20,frame0534.jpg,"[405.0, 442.0, 110.0, 61.0]","In other words, 'green bell pepper' is = "
20,frame0534.jpg,"[406.0, 472.0, 107.0, 84.0]","In other words, 'green chili pepper' is = "
20,frame0534.jpg,"[406.0, 542.0, 87.0, 65.0]","In other words, 'red chili pepper' is = "
20,frame0534.jpg,"[496.0, 400.0, 13.0, 24.0]","In other words, 'eggplant' is = "
20,frame0534.jpg,"[440.0, 418.0, 50.0, 16.0]","In other words, 'drawer' is = "
20,frame0534.jpg,"[0.0, 441.0, 1280.0, 279.0]","In other words, 'chest of drawers' is = "
20,frame0534.jpg,"[0.0, 278.0, 670.0, 381.0]","In other words, 'handle' is = "
20,frame0534.jpg,"[0.0, 374.0, 392.0, 285.0]","In other words, 'toy_cat' is = "
20,frame0534.jpg,"[440.0, 465.0, 50.0, 18.0]","In other words, 'toy block' is = "
20,frame0534.jpg,"[929.0, 268.0, 351.0, 294.0]","In other words, 'garlic' is = "
20,frame0534.jpg,"[856.0, 290.0, 74.0, 207.0]","In other words, 'tomato' is = "
20,frame0534.jpg,"[671.0, 295.0, 186.0, 173.0]","In other words, 'potato' is = "
20,frame0534.jpg,"[0.0, 0.0, 1280.0, 299.0]","In other words, 'floor' is = "
20,frame0534.jpg,"[68.0, 197.0, 146.0, 82.0]","In other words, 'wall' is = "
20,frame0534.jpg,"[681.0, 207.0, 79.0, 96.0]","In other words, 'key' is = "
20,frame0534.jpg,"[1017.0, 78.0, 263.0, 203.0]","In other words, 'gripper' is = "
20,frame0534.jpg,"[902.0, 158.0, 68.0, 130.0]","In other words, 'door' is = "
20,frame0534.jpg,"[971.0, 175.0, 44.0, 35.0]","In other words, 'poster' is = "
20,frame0534.jpg,"[765.0, 219.0, 21.0, 25.0]","In other words, 'table' is = "
20,frame0534.jpg,"[152.0, 337.0, 67.0, 52.0]","In other words, 'ceiling' is = "
21,frame0497_zednode.jpg,"[0.0, 168.0, 344.0, 105.0]","In other words, 'box, basket, case, bin, container' is = "
21,frame0497_zednode.jpg,"[0.0, 0.0, 971.0, 104.0]","In other words, 'floor' is = "
21,frame0497_zednode.jpg,"[129.0, 585.0, 236.0, 135.0]","In other words, 'wall' is = "
21,frame0497_zednode.jpg,"[1032.0, 0.0, 248.0, 244.0]","In other words, 'gripper' is = "
21,frame0497_zednode.jpg,"[0.0, 646.0, 1053.0, 74.0]","In other words, 'door' is = "
21,frame0497_zednode.jpg,"[599.0, 574.0, 183.0, 146.0]","In other words, 'ceiling' is = "
22,frame0310.jpg,"[413.0, 449.0, 867.0, 54.0]","In other words, 'carrot' is = "
22,frame0310.jpg,"[0.0, 3.0, 1280.0, 714.0]","In other words, 'cucumber' is = "
22,frame0310.jpg,"[491.0, 164.0, 789.0, 91.0]","In other words, 'green bell pepper' is = "
22,frame0310.jpg,"[830.0, 407.0, 149.0, 43.0]","In other words, 'eggplant' is = "
22,frame0310.jpg,"[701.0, 400.0, 58.0, 48.0]","In other words, 'toy_cat' is = "
22,frame0310.jpg,"[747.0, 421.0, 100.0, 28.0]","In other words, 'potato' is = "
22,frame0310.jpg,"[775.0, 397.0, 66.0, 27.0]","In other words, 'wall' is = "
22,frame0310.jpg,"[839.0, 392.0, 55.0, 29.0]","In other words, 'table' is = "
22,frame0310.jpg,"[886.0, 328.0, 167.0, 120.0]","In other words, 'ceiling' is = "
23,frame0424_zednode.jpg,"[0.0, 0.0, 627.0, 90.0]","In other words, 'carrot' is = "
23,frame0424_zednode.jpg,"[0.0, 497.0, 1280.0, 223.0]","In other words, 'green bell pepper' is = "
23,frame0424_zednode.jpg,"[1051.0, 621.0, 50.0, 18.0]","In other words, 'eggplant' is = "
23,frame0424_zednode.jpg,"[1206.0, 555.0, 31.0, 20.0]","In other words, 'garlic' is = "
23,frame0424_zednode.jpg,"[663.0, 557.0, 45.0, 16.0]","In other words, 'tomato' is = "
23,frame0424_zednode.jpg,"[842.0, 566.0, 26.0, 21.0]","In other words, 'potato' is = "
23,frame0424_zednode.jpg,"[825.0, 539.0, 25.0, 27.0]","In other words, 'floor' is = "
23,frame0424_zednode.jpg,"[823.0, 523.0, 21.0, 22.0]","In other words, 'wall' is = "
23,frame0424_zednode.jpg,"[306.0, 297.0, 113.0, 242.0]","In other words, 'door' is = "
23,frame0424_zednode.jpg,"[411.0, 268.0, 869.0, 283.0]","In other words, 'poster' is = "
23,frame0424_zednode.jpg,"[350.0, 170.0, 73.0, 126.0]","In other words, 'ceiling' is = "
24,frame1104_gripper.jpg,"[13.0, 597.0, 201.0, 123.0]","In other words, 'green bell pepper' is = "
24,frame1104_gripper.jpg,"[0.0, 0.0, 1280.0, 105.0]","In other words, 'red bell pepper' is = "
24,frame1104_gripper.jpg,"[1118.0, 546.0, 162.0, 174.0]","In other words, 'white toy' is = "
24,frame1104_gripper.jpg,"[360.0, 509.0, 109.0, 157.0]","In other words, 'garlic' is = "
24,frame1104_gripper.jpg,"[0.0, 532.0, 131.0, 149.0]","In other words, 'tomato' is = "
24,frame1104_gripper.jpg,"[0.0, 86.0, 1280.0, 476.0]","In other words, 'wall' is = "
24,frame1104_gripper.jpg,"[0.0, 559.0, 1280.0, 161.0]","In other words, 'door' is = "
24,frame1104_gripper.jpg,"[0.0, 32.0, 108.0, 73.0]","In other words, 'table' is = "
25,frame0533_zednode.jpg,"[823.0, 392.0, 19.0, 30.0]","In other words, 'green bell pepper' is = "
25,frame0533_zednode.jpg,"[89.0, 196.0, 62.0, 53.0]","In other words, 'green chili pepper' is = "
25,frame0533_zednode.jpg,"[195.0, 208.0, 73.0, 61.0]","In other words, 'red chili pepper' is = "
25,frame0533_zednode.jpg,"[225.0, 445.0, 1055.0, 275.0]","In other words, 'eggplant' is = "
25,frame0533_zednode.jpg,"[46.0, 0.0, 1234.0, 178.0]","In other words, 'drawer' is = "
